Company_name,Company_website,Practitioner_names,url,Company_address
"
	Team Rehabilitation",http://team-rehab.com/location/canton/,Sara Stilwill ,https://concussioncareproviders.com/listing/team-rehabilitation/,"
	1693 N Canton Center Road Canton, MI 48187"
"
	Physical Therapy Solutions",https://ptsiowa.com/,Josiah Polito ,https://concussioncareproviders.com/listing/physical-therapy-solutions-2/,"
	1210 W Main St, Manchester, IA 52057, United States"
"
	Physical Therapy Services PA",https://www.ptstn.net/,Danny Smith ,https://concussioncareproviders.com/listing/physical-therapy-services-pa/,"
	1975 W Elk Ave, Elizabethton, TN 37643, United States"
"
	Professional PT",https://www.professionalpt.com/,Vincent Ferrara RN ,https://concussioncareproviders.com/listing/professional-pt-6/,"
	5380 Nesconset Highway, Port Jefferson Station, NY 11776, United States"
"
	Professional PT",https://www.professionalpt.com/,Elizabeth McGuire ,https://concussioncareproviders.com/listing/professional-pt-3/,"
	99 Prospect St Apt3B, Babylon, NY 11702, United States"
"
	Professional PT",https://www.professionalpt.com/,Ashish Basavaraj RN ,https://concussioncareproviders.com/listing/professional-pt/,"
	80-02 Kew Gardens Rd, Kew Gardens, NY 11415, United States"
"
	Professional PT",https://www.professionalpt.com/,"Jamie Mott, DPT, USAW ",https://concussioncareproviders.com/listing/professional-pt-4/,"
	74 Commerce Drive, Suite 3, Riverhead, NY 11901, USA"
"
	Professional PT",https://www.professionalpt.com/,"Aleksandra Nguyen-Nikolovska, PTA ",https://concussioncareproviders.com/listing/professional-pt-5/,"
	2048 Flatbush Ave, Brooklyn, NY 11234, United States"
"
	Professional PT",https://www.professionalpt.com/,Christina Ciccione RN ,https://concussioncareproviders.com/listing/professional-pt-2/,"
	31 New Hampshire Ave, Massapequa, NY 11758, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Traci McCarthy RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-13/,"
	42 Evergreen Ave, Neptune City, NJ 07753, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,"Susanne Gjini, ITPT ",https://concussioncareproviders.com/listing/professional-physical-therapy-11/,"
	168 Franklin Tpke #103B, Waldwick, NJ 07463, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Shari Goodhart RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-12/,"
	31-77 33rd St Apt4F, New York, NY 10025, United States"
"
	professional physical therapy",https://www.professionalpt.com/,brian simon RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-3/,"
	1325 Warren Ave #5, Spring Lake, NJ 07701, United States"
"
	JAG-One Physical Therapy",https://jagonept.com/,"Kerry Clancy PT, DPT ",https://concussioncareproviders.com/listing/jag-one-physical-therapy/,"
	221 Rockingham Row, Princeton, NJ 08540, USA"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Jay Correia RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-7/,"
	96 Danbury Rd, Ridgefield, CT 06877, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,John Catricala RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-6/,"
	29 Terry Lane, Commack, NY 11725, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Matthew Mandel RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-10/,"
	3 Park St, Roseland, NJ 07068, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Gavin Silver RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-5/,"
	1465 Broadway, Hewlett, NY 11557, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Janelle Liu RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-8/,"
	2214 Sterling Boulevard, Englewood, NJ 07631, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Christine Fischer RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-4/,"
	14 Campbell St, Waldwick, NJ 07463, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,"Anthony Bueti, PT, DPT ",https://concussioncareproviders.com/listing/professional-physical-therapy/,"
	270-03 Hillside Ave, New Hyde Park, NY 11040, United States"
"
	Professional Physical Therapy",https://www.professionalpt.com/,Amanda Matteo RN ,https://concussioncareproviders.com/listing/professional-physical-therapy-2/,"
	117 Remington Ave, Selden, NY 11784, United States"
"
	Results Physical Therapy",https://resultstherapy.net/,Ralph Jerome ,https://concussioncareproviders.com/listing/results-physical-therapy-2/,"
	P.O. Box 361, Mannford, OK 74044, United States"
"
	REVERT LLC",http://www.reverthealth.org/,Baron Duffy ,https://concussioncareproviders.com/listing/revert-llc/,"
	634 N. Falmouth Hwy #10, North Falmouth, MA 02556-0326, United States"
"
	Align Physical Therapy Group",https://alignptgroup.com/,"James “Mick” Melvin, PT ",https://concussioncareproviders.com/listing/align-physical-therapy-group/,"
	185 Cadillac Place, Reno, NV 89509, USA"
"
	Professional Orthopedic Associates",https://www.professionalortho.com/locations/tinton-falls?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite,Sheela Iyer ,https://concussioncareproviders.com/listing/professional-orthopedic-associates/,"
	120 cheyenne St, Tinton Falls, NJ 07712, United States"
"
	Rhodes Physical Therapy",http://rhodespt.net/?utm_source=GMBSocialClimb&utm_medium=RhodesPhysicalTherapy,Jon Rhodes ,https://concussioncareproviders.com/listing/rhodes-physical-therapy/,"
	722 W. Shepard Lane, Farmington, UT 84025, United States"
"
	RehabCare",https://www.rehabcare.com/,Jenilee Lasure PT ,https://concussioncareproviders.com/listing/rehabcare/,"
	1513 Scalp Ave, Johnstown, PA 15904, United States"
"
	Regional Therapy Services",https://www.regionaltherapyservices.com/,Jonathan Jones ,https://concussioncareproviders.com/listing/regional-therapy-services/,"
	4107 Springruff Dr, Valdosta, GA 31602, United States"
"
	SmartAthlete Clinic",https://smartathletept.com/,Suzanne Blakeney ,https://concussioncareproviders.com/listing/smartathlete-clinic/,"
	1017 E Whitaker Mill Rd, Raleigh, NC 27608, USA"
"
	Rebound Physical Therapy",https://reboundphysicaltherapy.com/,Justin Rohrberg ,https://concussioncareproviders.com/listing/rebound-physical-therapy-2/,"
	5220 SW 17th, Topeka, KS 66604, United States"
"
	Promotion Physical Therapy",http://www.mypromopt.com/,Phil Busching ,https://concussioncareproviders.com/listing/promotion-physical-therapy/,"
	1739 Mesa Dr, Rapid City, SD 57702, United States"
"
	Regional Orthopedic and Specialty Hospital",https://directory.monument.health/,"Marie Sexe, PT ",https://concussioncareproviders.com/listing/regional-orthopedic-and-specialty-hospital/,"
	1635 Caregiver Circle Rapid City, SD 57702"
"
	Radford University (Dept. of PT)",https://www.radford.edu/content/grad/home/academics/graduate-programs/pt.html,Brent Harper ,https://concussioncareproviders.com/listing/radford-university-dept-of-pt/,"
	101 Elm Ave. SE, Roanoke, VA 24013, United States"
"
	Rachel Lee PT",https://www.corvallisclinicfoundation.org/news/rachel-lee/,Rachel Lee PT ,https://concussioncareproviders.com/listing/rachel-lee-pt/,"
	2835 NE Pilkington, Corvallis, OR 97330, United States"
"
	Regional Health",https://directory.monument.health/,Carey Daunt ,https://concussioncareproviders.com/listing/regional-health/,"
	326 N 1st St, Custer, SD 57730, United States"
"
	Punxsutawney Area Hospital",https://www.pah.org/,Glenn Martel RN ,https://concussioncareproviders.com/listing/punxsutawney-area-hospital/,"
	153 Cambridge St, Indiana, PA 15701, United States"
"
	PT@ACAC",http://www.acacpt.com/,Brooke Miller ,https://concussioncareproviders.com/listing/ptacac/,"
	22 Arapaho Trail, Palmyra, VA 22963, United States"
"
	Professsional physical therapy",https://www.professionalpt.com/,Han Thu Cao RN ,https://concussioncareproviders.com/listing/professsional-physical-therapy/,"
	9430 Sutter Ave, Ozone Park, NY 11417, United States"
"
	Progressive Health of IN",http://www.phrehab.com/progressive-health.php,"Lorien Appman, MPT, OCS ",https://concussioncareproviders.com/listing/progressive-health-of-in/,"
	4199 Gateway Blvd #3800 Newburgh IN 47630"
"
	Select Physical Therapy",https://www.selectphysicaltherapy.com/,Lisa DeSpain ,https://concussioncareproviders.com/listing/select-physical-therapy-2/,"
	2000 S IH 35 #L1, Round Rock, TX 78681, United States"
"
	Select Physical Therapy",https://www.selectphysicaltherapy.com/,"Whitney Welsch, PT, DPT, OCS, SCS, COMT, ITPT ",https://concussioncareproviders.com/listing/select-physical-therapy-3/,"
	15004 Avery Ranch Blvd #B3, Austin, TX 78613, United States"
"
	Professional Therapy Associates",https://ptflathead.com/,Michael Cole ,https://concussioncareproviders.com/listing/professional-therapy-associates/,"
	318 Bismark St, Kalispell, MT 59901, United States"
"
	Seal Beach PT",http://www.sealbeachpt.com/,Claudia O'Connor ,https://concussioncareproviders.com/listing/seal-beach-pt/,"
	1005 Pacific Coast Highway, Seal Beach, CA, USA"
"
	Select Medical",https://www.selectphysicaltherapy.com/,Doyle Walker ,https://concussioncareproviders.com/listing/select-medical/,"
	19869 County Rd 1544, Ada, OK 74820, United States"
"
	Sentara",https://www.sentara.com/,Crystal Dupilka ,https://concussioncareproviders.com/listing/sentara/,"
	2411 Mediterranean Ave, Virginia Beach, VA 23451, United States"
"
	Sentara Albemarle Medical Center",https://www.sentara.com/,Christopher Fightmaster ,https://concussioncareproviders.com/listing/sentara-albemarle-medical-center/,"
	133 Justin Ave, Hertford, NC 27944, United States"
"
	Seal Beach Physical Therapy",http://www.sealbeachpt.com/,Yassamin Haririnia ,https://concussioncareproviders.com/listing/seal-beach-physical-therapy-2/,"
	1005 Pacific Coast Highway, Seal Beach, CA, USA"
"
	Seal Beach Physical Therapy",http://www.sealbeachpt.com/,Brandon Dederich ,https://concussioncareproviders.com/listing/seal-beach-physical-therapy/,"
	1005 PCH, Seal Beach, CA 90740, United States"
"
	Sanford Worthington Medical Center",https://www.sanfordhealth.org/locations/sanford-worthington-medical-center,Kyle Rockwell ,https://concussioncareproviders.com/listing/sanford-worthington-medical-center/,"
	1018 Sixth Ave, Worthington, MN 56187, United States"
"
	Sanford Health",https://www.sanfordhealth.org/,"Jayme Watson, PT, DPT ",https://concussioncareproviders.com/listing/sanford-health-3/,"
	1210 W 18th St, Sioux Falls, SD 57104, United States"
"
	Saint Francis University",https://www.francis.edu/,Mark Boland ,https://concussioncareproviders.com/listing/saint-francis-university/,"
	P.O. Box 600 Loretto, PA 15940"
"
	Saint Alphonsus Rehabilitation Services",https://www.starspt.org/,Kim Zinn ,https://concussioncareproviders.com/listing/saint-alphonsus-rehabilitation-services/,"
	42893 Pocahontas Rd, Baker City, OR 97814, United States"
"
	Sanford Canby Medical Center",https://www.sanfordhealth.org/locations/sanford-canby-medical-center,Adam Hoffmann ,https://concussioncareproviders.com/listing/sanford-canby-medical-center/,"
	1617 330th St, Minneota, MN 56264, United States"
"
	Sacramento Spine & Physical Therapy",https://sacramentospine.com/,"Aubrey Tennant, PT, DPT ",https://concussioncareproviders.com/listing/sacramento-spine-physical-therapy/,"
	1650 Lead Hill Blvd #300, Roseville, CA 95661, United States"
"
	RWJ Barnabas Hamilton",https://www.rwjbh.org/rwj-university-hospital-hamilton/,Andrew Mancuso RN School ,https://concussioncareproviders.com/listing/rwj-barnabas-hamilton/,"
	1 Hamilton Health Place, Hamilton, NJ 08505, United States"
"
	Rosalind Franklin University of Medicine and Science",https://www.rosalindfranklin.edu/,"Julie Schwertfeger, PT, DPT, MBA, CBIST ",https://concussioncareproviders.com/listing/rosalind-franklin-university-of-medicine-and-science/,"
	3333 Green Bay Rd, North Chicago, IL 60064, United States"
"
	Southern Orthopaedic Surgeons",https://www.sos-ortho.com/,Chad Guidry RN ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons-3/,"
	522 Weatherby Trail, Prattville, AL 36067, United States"
"
	Southern orthopaedic surgeons",https://www.sos-ortho.com/,Leigh Ann Grooms RN School ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons-4/,"
	707 Kingsley Dr, Prattville, AL 36066, United States"
"
	Root & Branch PT",https://www.rootandbranchpt.com/,Alex de la Paz ,https://concussioncareproviders.com/listing/root-branch-pt/,"
	2232 Northwest Pettygrove St, #110 Portland, OR 97210"
"
	Robert Wood Johnson – Hamilton (Outpatient Clinic- Lawrenceville, NJ)",https://www.rwjbh.org/rwj-university-hospital-hamilton/,Jonathan Papp ,https://concussioncareproviders.com/listing/robert-wood-johnson-hamilton-outpatient-clinic-lawrenceville-nj/,"
	33 Cypress Court, Lawrenceville, NJ 08648, United States"
"
	Rio Grande Hospital and Clinics",https://riograndehospital.org/,Andres Torres ,https://concussioncareproviders.com/listing/rio-grande-hospital-and-clinics/,"
	714 Lambert Dr, Alamosa, CO 81101, United States"
"
	Southern Maine Health Care",https://mainehealth.org/southern-maine-health-care,Michael Hersey ,https://concussioncareproviders.com/listing/southern-maine-health-care/,"
	30 Evergreen Dr, Saco, ME 04072, United States"
"
	Southern Orthopaedic Surgeons",https://www.sos-ortho.com/,Bethany Marion RN ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons/,"
	4601 Fox Hollow Circle, Montgomery, AL 36109, United States"
"
	Southern Orthopaedic Surgeons",https://www.sos-ortho.com/,Carri Carpenter RN ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons-2/,"
	9254 BERRINGTON PL, Montgomery, AL 36117, United States"
"
	Kalkaska Memorial Health Center",https://www.munsonhealthcare.org/kalkaska-memorial-health-center/kmhc,"Matthew Rider, PT, DPT, CMP, ITPT ",https://concussioncareproviders.com/listing/kalkaska-memorial-health-center/,"
	419 South Coral Street, Kalkaska, MI 49646, USA"
"
	SmartSports Medical Clinic",https://smartsportsmed.com/,Joshua Artery RN ,https://concussioncareproviders.com/listing/smartsports-medical-clinic/,"
	5307 Yellowstone, Cheyenne, WY 82009, United States"
"
	Sonora Regional Medical Center",http://www.fsnhospitals.com/USA/CA/Murphys/,Christina Hauer ,https://concussioncareproviders.com/listing/sonora-regional-medical-center/,"
	3242 Sunset Ridge, Murphys, CA 95247, United States"
"
	Southeastern Med Sports Medicine & Rehabilitation",http://www.seormc.org/specialties-services/sports-medicine-rehabilitation.html,"Braun Schwieterman, PT, DPT, ITPT ",https://concussioncareproviders.com/listing/southeastern-med-sports-medicine-rehabilitation/,"
	10095 Brick Church Road, Cambridge, Ohio 43725"
"
	Sosar Physical Therapy",http://sosarpt.com/,Lucas Yourey RN ,https://concussioncareproviders.com/listing/sosar-physical-therapy-2/,"
	674 E. Main St, Hegins, PA 17938, United States"
"
	Skill Physical Therapy",https://www.patientsites.com/,Brandon Gray ,https://concussioncareproviders.com/listing/skill-physical-therapy-2/,"
	9131 Covent Garden St, Houston, TX 77031, United States"
"
	Shore Wellness Center",https://www.shorewellnesscenterinc.com/,"Angela Colletti, DPT ",https://concussioncareproviders.com/listing/shore-wellness-center/,"
	255 Monmouth Rd, Oakhurst, NJ 07755, USA"
"
	SMHC Sports Performance Center",https://mainehealth.org/southern-maine-health-care/services/sports-performance-center?utm_source=google&utm_medium=local,Amy McManus ,https://concussioncareproviders.com/listing/smhc-sports-performance-center-2/,"
	2 Farmhouse Rd, Scarborough, ME 04074, United States"
"
	Skill Physical Therapy",https://www.patientsites.com/,Antonio Johnson ,https://concussioncareproviders.com/listing/skill-physical-therapy/,"
	2007 Mistwood Court, Pearland, TX 77584, United States"
"
	Sravanthi Pallapothu PT",,Sravanthi Pallapothu PT ,https://concussioncareproviders.com/listing/sravanthi-pallapothu-pt/,"
	680 North Green St #609, Chicago, IL 60642, United States"
"
	Shore Orthopedic and Athletic Rehabilitation",https://www.soarpt.com/about/,Nicolas Froio ,https://concussioncareproviders.com/listing/shore-orthopedic-and-athletic-rehabilitation/,"
	2123 Highway 35, Sea Girt, NJ 08750, United States"
"
	Shenandoah Medical Center",https://smchospital.com/,"Shane Cole, PT, DPT ",https://concussioncareproviders.com/listing/shenandoah-medical-center-2/,"
	1 Jack Foster Dr, Shenandoah, IA 51601, United States"
"
	Sentara Blocker Therapy Center",https://www.sentara.com/,Kyla Kraft ,https://concussioncareproviders.com/listing/sentara-blocker-therapy-center/,"
	1102 Lenox Trace, Chesapeake, VA 23322, United States"
"
	Sentara Health Care",https://www.sentara.com/,Sarah Dewey ,https://concussioncareproviders.com/listing/sentara-health-care/,"
	856 Creekside Crescent, Chesapeake, VA 23320, United States"
"
	Shippensburg Physical Therapy & Sports Medicine",https://www.shippt.com/,Joshua Manning ,https://concussioncareproviders.com/listing/shippensburg-physical-therapy-sports-medicine-2/,"
	20 Park Place #2, Shippensburg, PA 17257, United States"
"
	SportsCare at Shawnee Mission Health",http://www.ptsolutions.com,"Miguel Ángel Cataño, DTP, ITPT ",https://concussioncareproviders.com/listing/sportscare-shawnee-mission-health/,"
	18581 W. 151st Street. Olathe, KS 66061"
"
	Spero Rehab",https://www.sperorehab.com/,Matthew Elizondo ,https://concussioncareproviders.com/listing/spero-rehab/,"
	5136 Bluestar Dr, Austin, TX 78739, United States"
"
	Sport",https://u.ironman.com/certified-coach/kurt-chapman,Kurt Chapman ,https://concussioncareproviders.com/listing/sport/,"
	1550 Madison Ave, Fort Atkinson, WI 53538, United States"
"
	St Ambrose University",https://www.sau.edu/,Nora Riley ,https://concussioncareproviders.com/listing/st-ambrose-university/,"
	726 east locust, Davenport, IA 52803, United States"
"
	Spine and Sport Physical Therapy Specialists",https://sportspinewi.com/,Ryan Schouweiler ,https://concussioncareproviders.com/listing/spine-and-sport-physical-therapy-specialists/,"
	804 Evergreen Ct, Rhinelander, WI 54501, United States"
"
	Specialized Physical Therapy, LLC",https://www.specializednj.com/,Nosheen Ameeri ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc-5/,"
	2 Barclay Court, Cherry Hill, NJ 08034, United States"
"
	Specialized Physical Therapy, LLC",https://www.specializednj.com/,Sona Singh ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc-6/,"
	203 Atlantic Ave, Voorhees, NJ 08043, United States"
"
	Specialized Physical Therapy LLC",https://www.specializednj.com/,Niraj Patel ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc-3/,"
	1016 Garey Dr, Yardley, PA 19067, United States"
"
	Specialized Physical Therapy llc",https://www.specializednj.com/,Matthew James ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc-2/,"
	10 Saddle Way, Chesterfield, NJ 08515, United States"
"
	Specialized Physical Therapy, LLC",https://www.specializednj.com/,Michael Campion ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc-4/,"
	20 Donaldson St Apt201, Doylestown, PA 18901, United States"
"
	Specialized Physical Therapy",https://www.specializednj.com/,Stephanie Wakeman ,https://concussioncareproviders.com/listing/specialized-physical-therapy-3/,"
	8 Pheasant Dr, Lawrenceville, NJ 08648, United States"
"
	Specialized Physical Therapy LLC",https://www.specializednj.com/,Jill Koshak-Johnson ,https://concussioncareproviders.com/listing/specialized-physical-therapy-llc/,"
	104 Forest Rd, Moorestown, NJ 08057, United States"
"
	Specialized Physical Therapy",http://www.specializednc.com,"Sean Simonds, PT, DPT, OCS, CSCS, CKTP, FMSC, ITPT ",https://concussioncareproviders.com/listing/specialized-physical-therapy-2/,"
	20 Gala Dr. #104 Asheville, NC 28803"
"
	Southern Ortopaedic Surgeons",https://www.sos-ortho.com/,Matt Rollan RN ,https://concussioncareproviders.com/listing/southern-ortopaedic-surgeons/,"
	668 McQueen Smith Rd, Prattville, AL 36066, United States"
"
	Southwest General Health Center",https://www.swgeneral.com/,Maria Tarbuck ,https://concussioncareproviders.com/listing/southwest-general-health-center/,"
	7390 Old Oak Blvd., Middleburg Heights, OH 44130, United States"
"
	Specialized Physical Therapy",https://specializedphysicaltherapy.com/,Alyssa May ,https://concussioncareproviders.com/listing/specialized-physical-therapy/,"
	1919 Greentree Rd #B, Cherry Hill, NJ 08003, United States"
"
	Southern Orthopaedic Surgeons",https://www.sos-ortho.com/,Lauren Jones RN ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons-5/,"
	87 Mountain View Court, Millbrook, AL 36054, United States"
"
	Southern Orthopaedic Surgeons, LLC",https://www.sos-ortho.com/,Bryan Gandy RN ,https://concussioncareproviders.com/listing/southern-orthopaedic-surgeons-llc/,"
	454 Taylor Rd, Montgomery, AL 36117, United States"
"
	Texas Tech University Health Sciences Center-DPT Program",https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,Joan Potter-Brunet ,https://concussioncareproviders.com/listing/texas-tech-university-health-sciences-center-dpt-program/,"
	1400 Coulter, Amarillo, TX 79109, United States"
"
	The Aroostook Medical Center",https://northernlighthealth.org/A-R-Gould-Hospital,Bradley Ala ,https://concussioncareproviders.com/listing/the-aroostook-medical-center/,"
	140 Academy St, Presque Isle, ME 04769, United States"
"
	San Luis Sports Therapy",https://www.slsportstherapy.com/,Jennifer Metzler ,https://concussioncareproviders.com/listing/san-luis-sports-therapy-3/,"
	350 Posada Ln #103, Templeton, CA 93465, USA"
"
	Alivio Physical Therapy",https://aliviophysicaltherapy.com/,Anthony Hillebrand ,https://concussioncareproviders.com/listing/alivio-physical-therapy/,"
	2060 Shadeland Ave, Indianapolis, IN 46219, USA"
"
	TeamSportMed",,Michael Rozell ,https://concussioncareproviders.com/listing/teamsportmed/,"
	19448 Rosewood Dr, Stilwell, KS 66085, United States"
"
	T.L.C. Physical Therapy, P.C.",https://tlcpt.com/,Lorie Van Riel ,https://concussioncareproviders.com/listing/t-l-c-physical-therapy-p-c/,"
	12 Debra dr, Nesconset, NY 11767, United States"
"
	Sturigs Regional Hospital",https://directory.monument.health/facility/sd/sturgis/2140-junction-avenue-6671505,Sarah Wattier ,https://concussioncareproviders.com/listing/sturigs-regional-hospital/,"
	511 S 27th St Unit 3, Spearfish, SD 57883, United States"
"
	Valley Health Outpatient Rehabilitation Services",https://www.valleyhealth.com/,"Stephanie Mahan, PT, DPT ",https://concussioncareproviders.com/listing/stephanie-mahan/,"
	401 Campus Blvd, Winchester, VA 22601"
"
	Steamboat Spine and Sports PT",http://steamboatorthopaedicandspineinstitute.com/steamboat-office/?utm_medium=SocialClimb&utm_source=GMB,Stephanie Loomis ,https://concussioncareproviders.com/listing/steamboat-spine-and-sports-pt-2/,"
	1560 Pine Grove Rd #B, Steamboat Springs, CO 80487, United States"
"
	Copper Queen Community Hospital",https://cqch.org/,"Justin Embry, DPT, OCS ",https://concussioncareproviders.com/listing/st-vincent-physical-and-sports-therapy/,"
	101 Cole Ave, Bisbee, AZ 85603, United States"
"
	St. Jude Medical Center",https://www.providence.org/locations/st-jude-medical-center,Kevin Smith DPT ,https://concussioncareproviders.com/listing/st-jude-medical-center/,"
	16551 Grunion #202, Huntington Beach, CA 92649, United States"
"
	St. John Medical Center",https://healthcare.ascension.org/locations,Eric Jankov ,https://concussioncareproviders.com/listing/st-john-medical-center-2/,"
	26908 Detroit Rd #300, Westlake, OH 44145, United States"
"
	St. John Medical Center",https://healthcare.ascension.org/locations,Michele Hippler Brant ,https://concussioncareproviders.com/listing/st-john-medical-center-3/,"
	19235 Riverview Ave, Rocky RIver, OH 44116, United States"
"
	Steele Creek Physical Therapy and Balance Center",http://steelecreekphysicaltherapy.com/,Jon Morrissette ,https://concussioncareproviders.com/listing/steele-creek-physical-therapy-and-balance-center/,"
	10965 Winds Crossing Dr #100, Charlotte, NC 28273, United States"
"
	St. John Medical Center",https://healthcare.ascension.org/locations,Benjamin Cooksey ,https://concussioncareproviders.com/listing/st-john-medical-center/,"
	736 S. Lake St, Amherst, OH 44001, United States"
"
	St Vincent Kokomo, Ascension",https://healthcare.ascension.org/,Aaron Kosberg RN ,https://concussioncareproviders.com/listing/st-vincent-kokomo-ascension/,"
	2130 West Sycamore St #140, Kokomo, IN 46901, United States"
"
	St Cloud Hospital",https://www.centracare.com/locations/centracare-st-cloud-hospital/,Ashley Fogarty ,https://concussioncareproviders.com/listing/st-cloud-hospital/,"
	1301 Mockingbird Loop, Sartell, MN 56377, United States"
"
	St. James Area Rehabilitation",https://www.mayoclinichealthsystem.org/locations/st-james,Dayn Besel ,https://concussioncareproviders.com/listing/st-james-area-rehabilitation/,"
	1101 Moulton and Parson Dr, St James, MN 56081, United States"
"
	Custom Care Rehab",,"Amy McMillin, MSPT ",https://concussioncareproviders.com/listing/custom-care-rehab/,"
	4175 Bellaire Ln, Peninsula, OH 44264, USA"
"
	St Lukes Rehabilitation",https://www.stlukesonline.org/communities-and-locations/facilities/clinics/st-lukes-rehabilitation-hailey,Kristin Bevers RN ,https://concussioncareproviders.com/listing/st-lukes-rehabilitation/,"
	1450 Aviation Dr #201, Hailey, ID 83333, United States"
"
	University Hospital",https://www.uhhospitals.org/locations/uh-mentor-health-center?utm_campaign=UH_Mentor_Health_Center_9000_Mentor_Avenue&utm_source=yext&utm_medium=locallisting&utm_content=website_url,Edward Wasner ,https://concussioncareproviders.com/listing/university-hospital/,"
	10109 Hoose Rd, Mentor, OH 44060, United States"
"
	University Hospitals",https://www.uhhospitals.org/,Adam Hermsen ,https://concussioncareproviders.com/listing/university-hospitals/,"
	4480 Richmond Rd, Warrensville Heights, OH 44128, United States"
"
	United Hospital System, Inc",https://www.froedtert.com/,Luisa Montemurro ,https://concussioncareproviders.com/listing/united-hospital-system-inc/,"
	4359-109th St, Pleasant Prairie, WI 53158, United States"
"
	United Hospital System",https://www.froedtert.com/kenosha,William Lyon ,https://concussioncareproviders.com/listing/united-hospital-system/,"
	8048 50th ave, Kenosha, WI 53142, United States"
"
	Twin Cities Orthopedics",https://tcomn.com/,Steve Churchill ,https://concussioncareproviders.com/listing/twin-cities-orthopedics-4/,"
	12109 Petersburg Ct NE, Blaine, MN 55449, United States"
"
	UH Samartian Hospital",https://www.uhhospitals.org/locations/uh-samaritan-medical-center?utm_campaign=UH_Samaritan_Medical_Center_1025_Center_Street&utm_source=yext&utm_medium=locallisting&utm_content=website_url,Jacalyn Iceman ,https://concussioncareproviders.com/listing/uh-samartian-hospital/,"
	2163 Claremont Ave, Ashland, OH 44805, United States"
"
	Twin Cities Orthopedics",https://tcomn.com/,Michael Steiner ,https://concussioncareproviders.com/listing/twin-cities-orthopedics-3/,"
	18201 Dunbury Ave, Farmington, MN 55024, United States"
"
	Tuality Healthcare",https://tuality.org/,"Jennifer Johnson, PT ",https://concussioncareproviders.com/listing/tuality-healthcare/,"
	1200 NE 48th Ave, Hillsboro, OR 97124, USA"
"
	Top Tier Sports Medicine",http://www.toptiersportsmed.com/,"Christopher Wicker DPT,OTR/L, TPI, APTA ",https://concussioncareproviders.com/listing/top-tier-sports-medicine-2/,"
	6300 N Wickham Rd. #133B, Melbourne, FL 32940"
"
	https://tridenthealthsystem.com/",https://tridenthealthsystem.com/,"Sarah Southall, PT ",https://concussioncareproviders.com/listing/trident-sports-medicine-and-rehabilitation/,"
	9313 Medical Plaza Dr, Charleston, SC 29406, United States"
"
	Twin Cities Orthopedics",https://tcomn.com/,Kevin Englund ,https://concussioncareproviders.com/listing/twin-cities-orthopedics-2/,"
	15473 sandhill circle, Eden prairie, MN 55347, United States"
"
	Tidelands Health",https://www.tidelandshealth.org/,Sandra Fox ,https://concussioncareproviders.com/listing/tidelands-health/,"
	109 Black Bear Rd, Myrtle Beach, SC 29588, United States"
"
	Therapeutic Associates Happy Valley Physical Therapy",https://www.therapeuticassociates.com/locations/oregon/portlandvancouver/happy-valley/,"Jesse Frechette, PT, DPT, OCS, CMPT ",https://concussioncareproviders.com/listing/therapeutic-associates-happy-valley-physical-therapy/,"
	14679 SE Sunnyside Road #A, Happy Valley, OR 97015"
"
	Therapeutic Associates Inc Liberty Lake Physical Therapy",https://www.therapeuticassociates.com/locations/washington/spokane/liberty-lake/,Sean Campbell ,https://concussioncareproviders.com/listing/therapeutic-associates-inc-liberty-lake-physical-therapy/,"
	108 N Mckinzie Dr, Liberty Lake, WA 99019, United States"
